longitude,latitude,Diameter:double
200.85001,-2.31,7457.281078
202.00999,-2.27,6710.09421
206.67999,-2.16,2044.020653
193.17999,-2.11,4124.061874
207.27,-2.11,5050.384751
181.05,-2.1,6376.424295
194.03,-2.09,7918.316079
196.64999,-2.05,4757.807548
196.24001,-1.97,7354.319215
190.66,-1.7,2590.106215
202.48,-1.69,4692.267182
198.32001,-1.68,10885.38599
200.69,-1.67,2592.0213
199.82001,-1.54,2691.56984
191.59,-1.41,5446.926745
194.63,-1.38,2131.949738
205.75999,-1.32,8035.578794
189.2,-1.3,7053.311735
193.3,-1.16,2094.379411
184.33,-1.1,33761.53482
197.89,-1.08,2465.456078
204.03,-1.08,11824.96097
181.16,-0.98,8125.966767
207.69,-0.98,4172.141418
205.13,-0.96,2080.115576
206.61,-0.83,4283.213939
201.14,-0.79,12530.376
194.03999,-0.64,5593.320544
195.99001,-0.64,4400.407438
188.35001,-0.5,12919.8427
205.92999,-0.43,2395.014474
191.14,-0.4,8771.605891
190.59,-0.29,4034.678663
195.84,-0.29,2392.941751
181.17,-0.26,4396.601457
202.64,-0.26,8324.444933
203.12,-0.26,2092.008866
195.52,-0.14,2551.280921
196.34,-0.11,2399.1545
204,-0.08,5447.701386
193.62,-0.07,4405.201048
182.32001,0.03,8664.603423
199.82001,0.05,2193.886111
203.77,0.07,6238.756324
206.60001,0.14,12464.9224
196.63,0.2,2175.39876
198.75,0.29,8248.8612
201.97,0.29,4499.96188
195.58,0.59,10266.8288
186.8,0.72,17393.6088
203.57001,0.81,6484.80664
205.39,1.01,7083.0624
198.77,1.02,2509.39768
195,1.09,1941.6488
201.31,1.19,8324.0616
193.09,1.23,4318.56456
199.8,1.23,21175.7396
190.87,1.3,9492.1016
194.61,1.31,2137.75584
197.47,1.32,8993.8872
195.46001,1.34,5021.95184
179.7,1.46,6240.08276
195.22,1.64,4318.56456
205.25,1.68,13967.104
197.66,1.69,7900.3204
206.98,1.84,5840.19288
201.64,1.91,4382.16116
205.8,1.91,4893.42144
192.52,1.98,2163.3308
207.44,2.03,4509.27908
195.87,2.09,4189.0388
193.55,2.11,2405.19584
204.03,2.15,8005.6232
199.63,2.17,2408.25084
197.25999,2.22,10050
179.42999,2.35,9343.4472
194.73,2.43,2408.27304
189.89,2.48,15672.0776
184.10001,2.49,11806.7776
191.17999,2.5,4741.679
189.09,2.52,16404.8776
195.64999,2.66,2200
192.92,2.68,15220.6688
185.24001,2.89,4080.44112
205.03999,2.95,8236.5774
197.59,3.08,8822.638
195.67,3.19,2220.32988
204.7,3.23,1850.47216
200.84,3.26,8621.4848
194.17,3.33,5818.0694
206.67,3.35,2757.71644
187.94,3.38,12117.5904
197.33,3.38,9406.6624
189.41,3.48,4239.23244
190.11,3.5,4780.17708
201.69,3.52,6935.37504
190.82001,3.58,2319.48272
192.50999,3.63,2507.98728
203.25999,3.65,5080.10608
202.17999,3.69,1903.29252
182.14,3.88,4031.481
194.78999,3.9,4285.80232
206.21001,3.93,5225.65264
204,3.98,4201.19032
187.59,4.03,4382.92144
197.92999,4.06,7196.3104
205.67999,4.06,6196.68644
199.42,4.19,2701.8512
179.81,4.2,2507.98728
196.36,4.26,2039.60784
201.50999,4.29,10428.3204
195.67,4.3,12979.8452
192.14999,4.31,8332.1456
204.58,4.31,4164.6904
181.37,4.32,10347.9464
189.89999,4.33,5600
206.98,4.33,4068.15084
202.28,4.47,4899.25976
185.66,4.48,25174.2744
179.49001,4.5,4445.02856
190.97,4.61,10697.6632
196.58,4.78,2061.35
180.97,4.81,15651.2972
197.17999,4.9,6013.31856
202.07001,4.93,4683.15468
200.24001,5.01,4243.81904
188.53,5.04,5603.57032
193.92,5.11,13124.9724
192.63,5.13,4604.6164
198,5.15,2501.9992
206.94,5.4,5708.313968
189.96001,5.66,1994.878289
201.96001,5.8,4185.190094
204.61,5.85,11697.11373
203.38,5.89,2517.0076
192.28,5.93,2211.911179
180.50999,6,4785.883582
205.35001,6,2325.639953
182,6.05,2739.53542
201.63,6.07,6334.795351
186.38,6.09,16043.37452
180.33,6.31,4001.640145
203.38,6.34,2559.250359
180.85001,6.35,6496.686593
191.78999,6.35,6904.876812
196.02,6.37,15233.31322
197.75,6.52,9445.035897
206.74001,6.53,2411.532019
198.74001,6.56,10634.76333
193.50999,6.59,7681.042306
190.53999,6.61,14175.85055
184.75999,6.62,4454.643824
184.14999,6.78,5041.000915
192.63,6.8,7788.2578
203.39,6.98,33520.15924
194.32001,7.04,2392.941751
182.00999,7.07,2303.576751
180.25,7.09,9504.79164
194.2,7.27,4096.188625
195.5,7.34,12426.50557
183.12,7.45,10342.44713
204.52,7.59,14185.9448
202.98,7.64,6256.229579
198.89,7.75,5586.689673
187.45,7.86,4487.174761
195.14,7.88,9960.452689
205.5,7.97,12067.91174
200.53999,8.05,10636.89359
183.50999,8.1,2458.862305
193.95,8.33,7013.804964
185.14999,8.37,14462.46732
201.74001,8.46,9657.32698
203.37,8.61,4487.537695
203.05,8.77,7563.866937
194.45,8.85,6998.044367
192.78,8.89,7059.990384
195.17999,9.21,2053.707969
204.87,9.3,8525.444666
191.83,9.38,9963.93937
193.42,9.57,5639.729071
189.60001,9.73,23124.71534
183.97,9.75,19316.73003
199.66,9.88,1903.227261
185.46001,9.95,10512.00545
187.13,10.34,6858.392402
192.59,10.8,8076.023914
191.39,11.27,5124.786626
190,11.54,5458.626133
187.58,11.58,2068.096281
191.42,11.91,6699.588607
187.83,12.13,7536.677718
193,12.2,11815.72657
190.25,12.38,2130.464944
197.56,12.43,43259.0967
191.86,12.52,7971.775868
186.34,12.55,8814.029389
188.92999,12.68,6578.711491
193.60001,12.73,4275.457536
192.50999,12.77,2117.336669
190.64999,12.81,8597.090029
191.84,13.26,2759.219708
188.7,13.32,7642.784963
187.48,13.39,6106.602218
190.16,13.63,5085.439893
192.66,13.64,6837.07549
192.16,13.71,4468.328353
188.99001,13.75,2159.852001
188,13.85,2265.057832
187.25,14.01,4743.462288
190.19,14.14,1979.439082
192,14.15,2383.967144
189.27,14.16,4275.123529
192.41,14.25,5574.260251
191.03999,14.45,4906.280239
192.12,14.52,4670.31518
188.17999,14.66,7946.49798
189.62,15.19,4870.757987
190.19,15.26,7910.323312
190.53999,15.59,4024.40481
